RunID_vial,_out_crystalscore,_rxn_M_acid,_rxn_M_inorganic,_rxn_M_organic,_rxn_organic-inchikey,_rxn_mixingtime1S,_rxn_mixingtime2S,_rxn_reactiontimeS,_rxn_stirrateRPM,_rxn_temperatureC,_feat_AtomCount_C,_feat_AtomCount_N,_feat_AvgPol,_feat_MolPol,_feat_Refractivity,_feat_bpKa1,_feat_AliphaticRingCount,_feat_AromaticRingCount,_feat_Aliphatic AtomCount,_feat_AromaticAtomCount,_feat_BondCount,_feat_CarboaliphaticRingCount,_feat_CarboaromaticRingCount,_feat_CarboRingCount,_feat_ChainAtomCount,_feat_ChiralCenterCount,_feat_RingAtomCount,_feat_SmallestRingSize,_feat_LargestRingSize,_feat_fsp3,_feat_HeteroaliphaticRingCount,_feat_HeteroaromaticRing Count,_feat_RotatableBondCount,_feat_BalabanIndex,_feat_CyclomaticNumber,_feat_HyperWienerIndex,_feat_WienerIndex,_feat_WienerPolarity,_feat_MinimalProjectionArea,_feat_MaximalProjectionArea,_feat_MinimalProjectionRadius,_feat_MaximalProjectionRadius,_feat_LengthPerpendicularToTheMinArea,_feat_LengthPerpendicularToTheMaxArea,_feat_VanderWaalsVolume,_feat_VanderWaalsSurfaceArea,_feat_ASA,_feat_ASA+,_feat_ASA-,_feat_ASA_H,_feat_ASA_P,_feat_PolarSurfaceArea,_feat_acceptorcount,_feat_Accsitecount,_feat_donorcount,_feat_donsitecount,_feat_sol_ph0,_feat_sol_ph1,_feat_sol_ph2,_feat_sol_ph3,_feat_sol_ph4,_feat_sol_ph5,_feat_sol_ph6,_feat_sol_ph7,_feat_sol_ph8,_feat_sol_ph9,_feat_sol_ph10,_feat_sol_ph11,_feat_sol_ph12,_feat_sol_ph13,_feat_sol_ph14,_feat_fr_NH2,_feat_fr_NH1,_feat_fr_NH0,_feat_fr_quatN,_feat_fr_ArN,_feat_fr_Ar_NH,_feat_fr_Imine,_feat_fr_amidine,_feat_fr_dihydropyridine,_feat_fr_guanido,_feat_fr_piperdine,_feat_fr_piperzine,_feat_fr_pyridine
2017-10-17T16_00_00.000000+00_00_LBL_G7,4,3.576725575,2.594682433,1.297494192,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_B7,3,4.779491636,2.458567944,1.229428923,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_D7,4,4.194307475,2.524791997,1.262544853,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_F7,4,4.194307475,2.524791997,1.262544853,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_H7,3,5.266910655,2.403407766,1.201845581,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_A8,3,2.923978869,2.668552395,1.334433528,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_C8,3,4.779491636,2.458567944,1.229428923,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_E8,3,3.576725575,2.594682433,1.297494192,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_G8,3,3.576725575,2.594682433,1.297494192,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_B8,3,4.779491636,2.458567944,1.229428923,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_D8,3,4.194307475,2.524791997,1.262544853,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_F8,3,4.194307475,2.524791997,1.262544853,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_H8,3,5.266910655,2.403407766,1.201845581,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_A9,4,2.923978869,1.334490625,2.694434684,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_C9,3,4.779491636,1.229481527,2.482413595,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_E9,4,3.576725575,1.297549708,2.619848257,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_G9,4,3.576725575,1.297549708,2.619848257,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_B9,3,4.779491636,1.229481527,2.482413595,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_D9,3,4.194307475,1.262598874,2.549279954,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_F9,2,4.194307475,1.262598874,2.549279954,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_H9,3,5.266910655,1.201897005,2.426718418,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_A10,4,2.923978869,1.334490625,2.694434684,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_C10,3,4.779491636,1.229481527,2.482413595,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_E10,4,3.576725575,1.297549708,2.619848257,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_G10,4,3.576725575,1.297549708,2.619848257,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_B10,3,4.779491636,1.229481527,2.482413595,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_D10,3,4.194307475,1.262598874,2.549279954,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_F10,3,4.194307475,1.262598874,2.549279954,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_H10,3,5.266910655,1.201897005,2.426718418,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_A11,4,2.923978869,1.334522789,1.334433528,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_C11,2,4.779491636,1.22951116,1.229428923,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_E11,4,3.576725575,1.297580982,1.297494192,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_G11,2,3.576725575,1.297580982,1.297494192,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_B11,2,4.779491636,1.22951116,1.229428923,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_D11,4,4.194307475,1.262629306,1.262544853,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_F11,4,4.194307475,1.262629306,1.262544853,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_H11,2,5.266910655,1.201925974,1.201845581,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_A12,4,2.923978869,1.334522789,1.334433528,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_C12,2,4.779491636,1.22951116,1.229428923,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_E12,3,3.576725575,1.297580982,1.297494192,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_G12,4,3.576725575,1.297580982,1.297494192,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_B12,4,4.779491636,1.22951116,1.229428923,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
2017-10-17T16_00_00.000000+00_00_LBL_D12,4,4.194307475,1.262629306,1.262544853,CALQKRVFTWDYDG-UHFFFAOYSA-N,900,1200,9000,500,22,4,1,10,9.57,35.09,10.21,0,0,5,0,16,0,0,0,5,0,0,0,0,1,0,0,2,2.19,0,35,20,2,18.77,34.38,2.69,4.57,9.15,5.42,93.45,173.44,273.98,202.99,70.99,225.09,48.89,27.64,0,0,1,3,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,8.45,1.29,0.575,0.503,0.496,0.495,0,0,0,1,0,0,0,0,0,0,0,0,0
